DE,FE
-0.029644411,0.071909091
0.11938982,0.365914545
0.062537525,0.306949091
-0.148628144,-0.153269091
0.141318563,0.21922
0.198170858,-0.006985455
0.109237625,-0.007190909
0.027613972,-0.086290909
-0.127105489,0.007807273
-0.051979242,-0.268323636
0.015837425,-0.259489091
-0.027613972,0.076634545
-0.30050499,0.04294
-0.16608992,0.042323636
0.071471457,-0.222507273
0.162029042,0.180183636
0.019898303,-0.013149091
-0.03167485,-0.053212727
0.219287425,-0.108069091
0.224972655,-0.158816364
-0.051167066,0.109096364
-0.240403992,-0.172581818
0.147003792,0.175458182
0.190049102,-0.035543636
-0.246089222,0.152652727
-0.095836727,0.294621818
0.273703194,0.121423636
0.10070978,0.19888
-0.406087824,-0.224767273
-0.123044611,0.085469091
0.151470758,0.089167273
-0.217663074,0.040269091
-0.255429242,0.033489091
-0.057664471,0.121834545
0.191267365,0.258256364
0.004466966,0.192921818
0.011370459,0.276130909
0.245683134,-0.043556364
0.291977146,-0.01808
0.30050499,-0.132723636
0.076344511,-0.029996364
0.095024551,-0.110123636
0.01868004,-0.216549091
0.048324451,-0.090810909
-0.011776547,-0.041296364
-0.188018663,0.278596364
-0.062537525,-0.12656
0.047512275,0.011505455
0.029644411,0.076223636
-0.182739521,0.123889091
0.028832236,-0.027941818
0.052385329,-0.238943636
-0.120608084,0.287430909
-0.061725349,-0.192921818
0.036141816,0.012327273
0.051979242,0.205043636
-0.34720509,0.081976364
0.424361776,0.141147273
0.642837026,0.078894545
-0.918976747,0.27346
-0.742734631,0.129025455
1.546788523,0.108069091
0.684257984,-0.250038182
-2.281807485,-0.049309091
0.066192315,0.252298182
2.020286926,0.388309091
-0.921413273,-0.055267273
-1.798156886,-0.056910909
1.057046607,0.631772727
1.362830739,-0.208947273
-1.248313972,-0.072525455
-0.081217565,-0.12656
1.241816567,0.093892727
-0.364260778,0.322563636
-0.237155289,-0.614309091
0.773191218,-0.184087273
-0.405681737,0.242641818
-0.898672355,0.075401818
0.897454092,-0.408032727
0.411366966,0.447890909
-1.258466168,0.108890909
-0.263957086,-0.7458
1.307602794,0.360572727
0.159998603,0.130669091
-1.505367565,-0.080743636
-0.051573154,-0.187990909
1.165472056,0.223534545
-0.220099601,0.138270909
-1.072884032,-0.315372727
0.112892415,0.307770909
0.793089521,0.249010909
-0.212383932,0.282089091
-0.456036627,-0.199085455
0.26314491,0.051158182
0.26883014,0.333247273
-0.157155988,-0.342492727
0.036953992,-0.070470909
0.034517465,0.522881818
-0.246901397,0.134161818
0.112486327,-0.574861818
0.404463473,0.258256364
-0.001624351,0.427550909
-0.358981637,-0.10622
0.265175349,-0.069854545
0.456848802,0.116287273
-0.086902794,0.148338182
-0.172181238,-0.391185455
0.27817016,-0.107247273
0.201825649,0.191894545
-0.324058084,-0.091838182
-0.045481836,-0.238532727
0.235937026,0.238738182
0.028832236,0.28024
-0.336240719,-0.330165455
0.03736008,-0.039036364
0.377255589,0.289896364
-0.145785529,0.066567273
-0.333804192,-0.279418182
-0.01868004,0.049925455
0.170150798,0.163336364
-0.112892415,0.091427273
-0.236343114,0.10396
0.044263573,0.116287273
0.182739521,0.249627273
0.077562774,-0.180183636
0.070659281,0.323385455
0.007715669,0.193127273
-0.103958483,-0.204427273
0.001218263,0.068621818
0.09705499,0.006985455
-0.19045519,0.206481818
-0.195734331,-0.15368
0.103958483,0.024038182
0.227815269,0.170938182
0.073501896,0.139709091
-0.177460379,0.124094545
0.246901397,-0.021367273
0.334616367,0.110534545
-0.141318563,-0.269556364
-0.212383932,0.11978
0.265581437,0.095330909
0.129948104,-0.258256364
-0.472686228,-0.081154545
-0.150658583,0.055472727
0.296444112,0.131696364
-0.028426148,-0.041501818
-0.371570359,0.104987273
0.050760978,-0.059376364
0.248525749,0.153063636
-0.044263573,0.032872727
-0.113704591,-0.207098182
-0.068222754,0.120396364
-0.044669661,-0.073347273
0.058070559,0.168267273
0.036141816,0.170732727
-0.145785529,-0.032256364
-0.069847106,0.022394545
0.289540619,0.113410909
0.269236228,0.100672727
-0.145379441,-0.015409091
-0.074314072,0.020134545
0.189643014,-0.165596364
0.041420958,0.050952727
-0.241622255,0.196209091
-0.171369062,0.024449091
0.032893114,-0.083003636
0.044669661,0.148132727
-0.013400898,0.298114545
0.094212375,-0.054034545
0.102334132,0.055678182
0.010152196,0.080127273
0.597761277,0.025476364
-0.229845709,-0.131696364
-1.207299102,-0.074990909
0.857657485,0.150803636
1.338871557,-0.310236364
-1.596737325,-0.193743636
-1.199583433,0.103549091
2.203026447,0.513841818
0.407306088,0.155734545
-2.205056886,-0.607734545
